Date,NZ TOTAL(MW),NZ TOTAL(MVAR)
15/11/2020 21:15,4431.07,-7.83
15/11/2020 21:20,4431.83,-8.04
15/11/2020 21:25,4343.17,-11.8
15/11/2020 21:30,4309.09,-24.94
15/11/2020 21:35,4288.6,-28.18
15/11/2020 21:40,4265.34,-42.21
15/11/2020 21:45,4226.39,-40.44
15/11/2020 21:50,4207.98,-35.22
15/11/2020 21:55,4187.24,-40.81
15/11/2020 22:00,4138.41,-52.62
15/11/2020 22:05,4119.93,-49.37
15/11/2020 22:10,4066.43,-59.44
15/11/2020 22:15,4048.52,-63.61
15/11/2020 22:20,4029.12,-67.84
15/11/2020 22:25,4000.56,-62.73
15/11/2020 22:30,3960.24,-67.05
15/11/2020 22:35,3928.38,-84.15
15/11/2020 22:40,3892.91,-81.94
15/11/2020 22:45,3867.58,-83.83
15/11/2020 22:50,3838.8,-84.94
15/11/2020 22:55,3807.9,-79.4
15/11/2020 23:00,3784.68,-84.87
15/11/2020 23:05,3799.95,-80.81
15/11/2020 23:10,3765.14,-94.96
15/11/2020 23:15,3748.01,-86.06
15/11/2020 23:20,3731.94,-96.66
15/11/2020 23:25,3710.89,-94.78
15/11/2020 23:30,3666.75,-110.61
15/11/2020 23:35,3649.44,-114.74
15/11/2020 23:40,3623.5,-113.56
15/11/2020 23:45,3591.4,-120.36
15/11/2020 23:50,3570.55,-120.93
15/11/2020 23:55,3538.79,-124.35
16/11/2020 0:00,3522.13,-124.2
16/11/2020 0:05,3501.32,-116.45
16/11/2020 0:10,3491.27,-119.47
16/11/2020 0:15,3473.47,-120.4
16/11/2020 0:20,3431.45,-142.35
16/11/2020 0:25,3424.76,-135.16
16/11/2020 0:30,3400.98,-141.88
16/11/2020 0:35,3398.1,-137.58
16/11/2020 0:40,3380.53,-129.91
16/11/2020 0:45,3381.83,-123.94
16/11/2020 0:50,3365.33,-134.15
16/11/2020 0:55,3335.2,-136.2
16/11/2020 1:00,3321.54,-138.24
16/11/2020 1:05,3317.62,-139.06
16/11/2020 1:10,3299.39,-138.91
16/11/2020 1:15,3286.6,-136.49
16/11/2020 1:20,3278.84,-141.68
16/11/2020 1:25,3244.33,-154.21
16/11/2020 1:30,3232.91,-146.22
16/11/2020 1:35,3214.88,-155.52
16/11/2020 1:40,3215.38,-140.56
16/11/2020 1:45,3189.58,-153.81
16/11/2020 1:50,3179,-154.16
16/11/2020 1:55,3175.3,-151.24
16/11/2020 2:00,3166.78,-148.42
16/11/2020 2:05,3162.46,-149.37
16/11/2020 2:10,3156.96,-162.02
16/11/2020 2:15,3148.45,-157.97
16/11/2020 2:20,3142.14,-162.14
16/11/2020 2:25,3133.44,-154.1
16/11/2020 2:30,3118.6,-167.08
16/11/2020 2:35,3122.41,-160.89
16/11/2020 2:40,3125.52,-154.41
16/11/2020 2:45,3111.89,-160.14
16/11/2020 2:50,3112.31,-164.79
16/11/2020 2:55,3126.43,-150.2
16/11/2020 3:00,3111.6,-160.59
16/11/2020 3:05,3113.51,-162.04
16/11/2020 3:10,3114.37,-152.06
16/11/2020 3:15,3107.95,-157.7
16/11/2020 3:25,3110.96,-161.97
16/11/2020 3:30,3119.98,-158.4
16/11/2020 3:35,3103.07,-161.25
16/11/2020 3:40,3108.8,-165.18
16/11/2020 3:45,3100.97,-160.72
16/11/2020 3:50,3102.24,-161.46
16/11/2020 3:55,3101.55,-164.86
16/11/2020 4:00,3112.71,-160.71
16/11/2020 4:05,3122.69,-159.84
16/11/2020 4:10,3143.34,-151.52
16/11/2020 4:15,3145.35,-153.74
16/11/2020 4:20,3153.74,-153.61
16/11/2020 4:25,3177.2,-141.42
16/11/2020 4:30,3180.35,-141.94
16/11/2020 4:35,3200.44,-131.73
16/11/2020 4:40,3217.13,-132.87
16/11/2020 4:45,3230.36,-126.88
16/11/2020 4:50,3256.62,-119.4
16/11/2020 4:55,3280.96,-117.21
16/11/2020 5:00,3317.98,-97.65
16/11/2020 5:05,3360.3,-95.51
16/11/2020 5:10,3401.85,-72.44
16/11/2020 5:15,3434.3,-65.55
16/11/2020 5:20,3470.25,-50.97
16/11/2020 5:25,3508.99,-46.78
16/11/2020 5:30,3544.47,-34.79
16/11/2020 5:35,3602.98,-7.62
16/11/2020 5:40,3658.04,30.46
16/11/2020 5:45,3687.91,38.38
16/11/2020 5:50,3725.01,37.31
16/11/2020 5:55,3761.84,49.49
16/11/2020 6:00,3815.25,58.31
16/11/2020 6:05,3907.48,99.11
16/11/2020 6:10,3998.1,117.59
16/11/2020 6:15,4057.23,122.73
16/11/2020 6:20,4108.73,136.3
16/11/2020 6:25,4177.94,156.52
16/11/2020 6:30,4235.63,163.62
16/11/2020 6:35,4313.11,184.88
16/11/2020 6:40,4387.97,217.45
16/11/2020 6:45,4437.86,230.73
16/11/2020 6:50,4494.08,234.53
16/11/2020 6:55,4539.66,246.74
16/11/2020 7:00,4574.99,255.84
16/11/2020 7:05,4655.51,284.06
16/11/2020 7:10,4718.54,297.94
16/11/2020 7:15,4797.63,320.82
16/11/2020 7:20,4860.27,327.34
16/11/2020 7:25,4905.3,341.28
16/11/2020 7:30,4934.47,347.12
16/11/2020 7:35,4928.36,365.1
16/11/2020 7:40,4969.28,378.01
16/11/2020 7:45,4976.8,381.97
16/11/2020 7:50,5001.66,388.9
16/11/2020 7:55,5021.61,399.32
16/11/2020 8:00,5036.79,404.23
16/11/2020 8:05,5067.4,393.35
16/11/2020 8:10,5087.78,422.8
16/11/2020 8:15,5095.83,431.45
16/11/2020 8:20,5085.59,436.55
16/11/2020 8:25,5071.56,429.83
16/11/2020 8:30,5090.88,440.63
16/11/2020 8:35,5078.03,439.64
16/11/2020 8:40,5056.99,429.74
16/11/2020 8:45,5064.48,435.76
16/11/2020 8:50,5055.56,439.56
16/11/2020 8:55,5046.07,442.45
16/11/2020 9:00,5045.58,439.61
16/11/2020 9:05,5055.5,445.71
16/11/2020 9:10,5057.89,449.72
16/11/2020 9:15,5048.69,456.58
16/11/2020 9:20,5043.07,455.55
16/11/2020 9:25,5022.95,440.53
16/11/2020 9:30,5015.22,444.73
16/11/2020 9:35,5013.45,441.9
16/11/2020 9:40,5009,438.16
16/11/2020 9:45,4997.51,446.79
16/11/2020 9:50,4998.16,452.24
16/11/2020 9:55,5001.56,449.31
16/11/2020 10:00,4986.72,444.52
16/11/2020 10:05,4988.67,430.41
16/11/2020 10:10,4978.58,435.16
16/11/2020 10:15,4981.02,432.01
16/11/2020 10:20,4969.93,431.87
16/11/2020 10:25,4965.36,437.61
16/11/2020 10:30,4969.85,439.51
16/11/2020 10:35,4967.71,455.06
16/11/2020 10:40,4972.38,459.39
16/11/2020 10:45,4953.73,458.3
16/11/2020 10:50,4960.11,459.54
16/11/2020 10:55,4960.58,458.33
16/11/2020 11:00,4956.96,460.48
16/11/2020 11:05,4953.3,464.43
16/11/2020 11:10,4962,462.75
16/11/2020 11:15,4954.72,471.39
16/11/2020 11:20,4968.45,465.45
16/11/2020 11:25,4963.45,466.86
16/11/2020 11:30,4952.07,461.99
16/11/2020 11:35,4954.34,461.01
16/11/2020 11:40,4955.62,470.18
16/11/2020 11:45,4954.72,467.88
16/11/2020 11:50,4961.28,471.35
16/11/2020 11:55,4965.93,471.76
16/11/2020 12:00,4956.17,469.49
16/11/2020 12:05,4942.5,456.45
16/11/2020 12:10,4955.97,448.83
16/11/2020 12:15,4956.32,445.75
16/11/2020 12:20,4945.32,451.24
16/11/2020 12:25,4946.06,451.33
16/11/2020 12:30,4926.44,447.46
16/11/2020 12:35,4940.32,447.87
16/11/2020 12:40,4951.15,464.74
16/11/2020 12:45,4944.52,475.09
16/11/2020 12:50,4952.84,473.99
16/11/2020 12:55,4954.06,483.3
16/11/2020 13:00,4941.33,474.49
16/11/2020 13:05,4958.61,474.49
16/11/2020 13:10,4952.59,472.51
16/11/2020 13:15,4937.01,472.96
16/11/2020 13:20,4936.95,465.4
16/11/2020 13:25,4922.2,481.09
16/11/2020 13:30,4917.54,482.71
16/11/2020 13:35,4928.37,491.43
16/11/2020 13:40,4920.69,485.71
16/11/2020 13:45,4916.92,493.23
16/11/2020 13:50,4913.56,494.86
16/11/2020 13:55,4892.22,485.91
16/11/2020 14:00,4895.45,500.09
16/11/2020 14:05,4915.25,500.28
16/11/2020 14:10,4909.55,511.81
16/11/2020 14:15,4899.76,510.31
16/11/2020 14:20,4909.98,520.5
16/11/2020 14:25,4914.16,511.72
16/11/2020 14:30,4906.47,512.74
16/11/2020 14:35,4898.6,518.15
16/11/2020 14:40,4915.51,521.62
16/11/2020 14:45,4913.67,526.91
16/11/2020 14:50,4914.09,531.13
16/11/2020 14:55,4928.44,535.05
16/11/2020 15:00,4928.64,534.11
16/11/2020 15:05,4923.52,533.57
16/11/2020 15:10,4919.3,525.33
16/11/2020 15:15,4915.25,527.5
16/11/2020 15:20,4938.25,536.73
16/11/2020 15:25,4958.54,543.58
16/11/2020 15:30,4977.05,543.22
16/11/2020 15:35,4996.23,560.66
16/11/2020 15:40,4998.89,549.35
16/11/2020 15:45,5010.25,556.47
16/11/2020 15:50,5025.78,567.14
16/11/2020 15:55,5010.04,552.01
16/11/2020 16:00,4999.62,535.99
16/11/2020 16:05,5009.21,534.68
16/11/2020 16:10,5015.12,543.66
16/11/2020 16:15,5013.75,538.96
16/11/2020 16:20,5026.78,540.49
16/11/2020 16:25,5035.75,527.37
16/11/2020 16:30,5029.85,544.87
16/11/2020 16:35,5025.14,530.93
16/11/2020 16:40,5024.98,526.25
16/11/2020 16:45,5044.43,518.67
16/11/2020 16:50,5037.56,509.47
16/11/2020 16:55,5047.28,498.1
16/11/2020 17:00,5065,498.45
16/11/2020 17:05,5052.65,479.98
16/11/2020 17:10,5057.26,477.47
16/11/2020 17:15,5090.15,477.4
16/11/2020 17:20,5100.65,465.17
16/11/2020 17:25,5107.36,443.96
16/11/2020 17:30,5127.49,434.43
16/11/2020 17:35,5115.74,414.5
16/11/2020 17:40,5133.1,421.27
16/11/2020 17:45,5148.15,405.83
16/11/2020 17:50,5167.8,403.31
16/11/2020 17:55,5165.74,392.46
16/11/2020 18:00,5135.76,372.01
16/11/2020 18:05,5126.1,369.21
16/11/2020 18:10,5091.4,347.63
16/11/2020 18:15,5093.49,340.05
16/11/2020 18:20,5113.02,336.28
16/11/2020 18:25,5105,324.92
16/11/2020 18:30,5094.44,308.84
16/11/2020 18:35,5057.6,293.35
16/11/2020 18:40,5061.73,290.21
16/11/2020 18:45,5044.66,273.21
16/11/2020 18:50,5047.9,257.2
16/11/2020 18:55,5009.08,260.02
16/11/2020 19:00,4978.17,233.23
16/11/2020 19:05,4968.09,238.78
16/11/2020 19:10,4934.87,229.01
16/11/2020 19:15,4915.55,212.73
16/11/2020 19:20,4905.46,212.82
16/11/2020 19:25,4892.19,211.34
16/11/2020 19:30,4858.2,195.58
16/11/2020 19:35,4853.66,198.16
16/11/2020 19:40,4849.38,205.74
16/11/2020 19:45,4832.64,192.13
16/11/2020 19:50,4834.53,200.94
16/11/2020 19:55,4816.21,188.66
16/11/2020 20:00,4814.87,182.49
16/11/2020 20:05,4809.3,172.93
16/11/2020 20:10,4796.23,169.56
16/11/2020 20:15,4805.45,166.08
16/11/2020 20:20,4795.9,155.97
16/11/2020 20:25,4809.2,155.15
16/11/2020 20:30,4804.31,150.53
16/11/2020 20:35,4815.09,152.91
16/11/2020 20:40,4804.19,142.61
16/11/2020 20:45,4810.98,145.69
16/11/2020 20:50,4788.97,153.21
16/11/2020 20:55,4769.73,140.44
16/11/2020 21:00,4739.1,138.3
16/11/2020 21:05,4715.9,128.06
16/11/2020 21:10,4697.2,112.15
16/11/2020 21:15,4656.67,105.11
16/11/2020 21:20,4648.15,100.53
16/11/2020 21:25,4648.15,100.53
16/11/2020 21:30,4614.61,89.94
16/11/2020 21:35,4556.46,76.49
16/11/2020 21:40,4525.1,63.69
16/11/2020 21:45,4485.93,68.38
16/11/2020 21:50,4459.16,63.38
16/11/2020 21:55,4433.53,65.65
16/11/2020 22:00,4396.25,63.05
16/11/2020 22:05,4359.67,56.67
16/11/2020 22:10,4332.82,50.9
16/11/2020 22:15,4294.76,49.12
16/11/2020 22:20,4254.34,49.83
16/11/2020 22:25,4230.18,52.77
16/11/2020 22:30,4192.57,27.88
16/11/2020 22:35,4160.39,34.71
16/11/2020 22:40,4126.92,28.93
16/11/2020 22:45,4107.24,25.82
16/11/2020 22:50,4073.22,23.98
16/11/2020 22:55,4031.44,19.96
16/11/2020 23:00,3995.79,13.28
16/11/2020 23:05,4009.03,20.47
16/11/2020 23:10,4024.37,22.48
16/11/2020 23:15,3993.69,21.71
16/11/2020 23:20,3973.43,15.95
16/11/2020 23:25,3940.6,6.18
16/11/2020 23:30,3898.59,2.71
16/11/2020 23:35,3886.25,-7.88
16/11/2020 23:40,3861.3,-14.29
16/11/2020 23:45,3827.4,-25.47
16/11/2020 23:50,3791.77,-31.64
16/11/2020 23:55,3770.11,-8.1
17/11/2020 0:00,3753.05,-25.08
17/11/2020 0:05,3737.48,-32.19
17/11/2020 0:10,3710.9,-28.3
17/11/2020 0:15,3703,-47.1
17/11/2020 0:20,3687.59,-28.44
17/11/2020 0:25,3664.68,-40.03
17/11/2020 0:30,3659.82,-29.41
17/11/2020 0:35,3624.84,-46.73
17/11/2020 0:40,3616.02,-50.82
17/11/2020 0:45,3597.37,-48.49
17/11/2020 0:50,3593.76,-43.95
17/11/2020 0:55,3539.52,-52.6
17/11/2020 1:00,3557.54,-52.68
17/11/2020 1:05,3559.09,-57.28
17/11/2020 1:10,3543.94,-60.79
17/11/2020 1:15,3529.22,-61.08
17/11/2020 1:20,3529.93,-60.56
17/11/2020 1:25,3510.06,-74.02
17/11/2020 1:30,3488.62,-75.77
17/11/2020 1:35,3483.63,-67
17/11/2020 1:40,3485.19,-60.41
17/11/2020 1:45,3461.01,-71.69
17/11/2020 1:50,3456.08,-66.87
17/11/2020 1:55,3441.7,-75.41
17/11/2020 2:00,3434.56,-76.17
17/11/2020 2:05,3437.07,-70
17/11/2020 2:10,3429.36,-77.27
17/11/2020 2:15,3423.88,-83.4
17/11/2020 2:20,3414.19,-87.51
17/11/2020 2:25,3405.57,-89.11
17/11/2020 2:30,3372.41,-83.82
17/11/2020 2:35,3369.71,-88.83
17/11/2020 2:40,3369.56,-81.39
17/11/2020 2:45,3366.43,-94.7
17/11/2020 2:50,3364.35,-95.05
17/11/2020 2:55,3350.59,-73.95
17/11/2020 3:00,3357.95,-76.11
17/11/2020 3:05,3350.34,-80.23
17/11/2020 3:10,3351.66,-79.38
17/11/2020 3:15,3348.35,-73.38
17/11/2020 3:20,3343.46,-71.09
17/11/2020 3:25,3357.72,-77.19
17/11/2020 3:30,3345.51,-71.95
17/11/2020 3:35,3340.78,-70.98
17/11/2020 3:40,3343.15,-72.9
17/11/2020 3:45,3349.36,-67.04
17/11/2020 3:50,3334.15,-72.44
17/11/2020 3:55,3344.39,-70.94
17/11/2020 4:00,3347.35,-66.5
17/11/2020 4:05,3363.29,-67.01
17/11/2020 4:10,3367.83,-63.22
17/11/2020 4:15,3378.83,-62
17/11/2020 4:20,3386.21,-62.52
17/11/2020 4:25,3384.24,-57.09
17/11/2020 4:30,3400.62,-57.37
17/11/2020 4:35,3410.61,-66.56
17/11/2020 4:40,3446.53,-40.66
17/11/2020 4:45,3454.11,-36.82
17/11/2020 4:50,3478.04,-31.39
17/11/2020 4:55,3478.52,-40.61
17/11/2020 5:00,3520.28,-24.47
17/11/2020 5:05,3587.32,15.21
17/11/2020 5:10,3622.97,24.61
17/11/2020 5:15,3657.62,30.72
17/11/2020 5:20,3695.85,38.58
17/11/2020 5:25,3731.34,60.82
17/11/2020 5:30,3763.32,67.42
17/11/2020 5:35,3814.8,95.21
17/11/2020 5:40,3859.22,108.64
17/11/2020 5:45,3905.25,127.57
17/11/2020 5:50,3928.31,120.75
17/11/2020 5:55,3967.76,128.86
17/11/2020 6:00,4027.31,144.24
17/11/2020 6:05,4116.88,164.29
17/11/2020 6:10,4187.83,182.58
17/11/2020 6:15,4244.27,200.88
17/11/2020 6:20,4338.81,221.03
17/11/2020 6:25,4373.81,233.95
17/11/2020 6:30,4444.4,257.53
17/11/2020 6:35,4517.62,264.32
17/11/2020 6:40,4585.19,288.97
17/11/2020 6:45,4650.99,300.65
17/11/2020 6:50,4684.75,306.41
17/11/2020 6:55,4728.42,313.84
17/11/2020 7:00,4786.48,325.29
17/11/2020 7:05,4867.13,370.54
17/11/2020 7:10,4950.67,401.6
17/11/2020 7:15,5000.64,404.1
17/11/2020 7:20,5047.35,422.01
17/11/2020 7:25,5090.47,428.11
17/11/2020 7:30,5139.62,451.72
17/11/2020 7:35,5156.66,459.86
17/11/2020 7:40,5168.77,473.64
17/11/2020 7:45,5177.38,478.45
17/11/2020 7:50,5206.01,502.15
17/11/2020 7:55,5205.7,510.97
17/11/2020 8:00,5212.95,520.5
17/11/2020 8:05,5251.61,508.91
17/11/2020 8:10,5270.34,518.13
17/11/2020 8:15,5254.31,506.66
17/11/2020 8:20,5255.24,509.92
17/11/2020 8:25,5250.39,514.24
17/11/2020 8:30,5238.05,519.09
17/11/2020 8:35,5227.43,516.13
17/11/2020 8:40,5216.54,516.93
17/11/2020 8:45,5201.93,516.81
17/11/2020 8:50,5184.68,513.6
17/11/2020 8:55,5190.6,513.33
17/11/2020 9:00,5174.62,511.1
17/11/2020 9:05,5163.8,513.66
17/11/2020 9:10,5173.91,514.92
17/11/2020 9:15,5154.37,518.66
17/11/2020 9:20,5138.93,513.42
17/11/2020 9:25,5147.7,515.74
17/11/2020 9:30,5133.14,502.11
17/11/2020 9:35,5103.21,507.23
17/11/2020 9:40,5110.06,515.91
17/11/2020 9:45,5100.43,518.81
17/11/2020 9:50,5091.91,513.01
17/11/2020 9:55,5083.25,498.46
17/11/2020 10:00,5078.76,498.83
17/11/2020 10:05,5083.61,493.2
17/11/2020 10:10,5063.84,490.14
17/11/2020 10:15,5045,490.54
17/11/2020 10:20,5051.5,507.42
17/11/2020 10:25,5054.49,503.62
17/11/2020 10:30,5037.97,505.34
17/11/2020 10:35,5029.99,507.82
17/11/2020 10:40,5034.38,506.61
17/11/2020 10:45,5029.29,507.79
17/11/2020 10:50,5022.72,508
17/11/2020 10:55,5013.61,530.07
17/11/2020 11:00,5018.01,513.92
17/11/2020 11:05,5012.58,513.39
17/11/2020 11:10,5017.6,518.64
17/11/2020 11:15,5017.39,524.48
17/11/2020 11:20,5003.59,520.4
17/11/2020 11:25,5016.5,515.99
17/11/2020 11:30,5005.08,508.23
17/11/2020 11:35,5026.73,528.23
17/11/2020 11:40,5011.46,509.85
17/11/2020 11:45,5007.91,515.94
17/11/2020 11:50,5004.66,510.19
17/11/2020 11:55,5016.72,516.88
17/11/2020 12:00,5000.88,494.29
17/11/2020 12:05,4998.99,488.04
17/11/2020 12:10,5003.78,505.24
17/11/2020 12:15,4992.91,493.31
17/11/2020 12:20,4971.19,488.96
17/11/2020 12:25,4961.59,474.13
17/11/2020 12:30,4958.39,482.09
17/11/2020 12:35,4957.43,486.18
17/11/2020 12:40,4963.93,490.43
17/11/2020 12:45,4963.95,501.83
17/11/2020 12:50,4964.86,492.26
17/11/2020 12:55,4952.7,487.43
17/11/2020 13:00,4959.96,492.64
17/11/2020 13:05,4936.66,507.64
17/11/2020 13:10,4779.87,459.8
17/11/2020 13:15,4885,492.32
17/11/2020 13:20,4949.15,500.1
17/11/2020 13:25,4942.28,503.47
17/11/2020 13:30,4936.16,506.97
17/11/2020 13:35,4928.66,512.17
17/11/2020 13:40,4936.57,503.74
17/11/2020 13:45,4933.79,516.96
17/11/2020 13:50,4928.05,529.17
17/11/2020 13:55,4926.97,516.57
17/11/2020 14:00,4909.97,530.26
17/11/2020 14:05,4924.7,528.24
17/11/2020 14:10,4923.71,532.31
17/11/2020 14:15,4922.39,532.53
17/11/2020 14:20,4941.02,544.94
17/11/2020 14:25,4948.44,530.17
17/11/2020 14:30,4945.94,537.2
17/11/2020 14:35,4937.67,540.18
17/11/2020 14:40,4960.5,553.75
17/11/2020 14:45,4954.92,550.1
17/11/2020 14:50,4954.94,555.69
17/11/2020 14:55,4960.73,565.63
17/11/2020 15:00,4935.88,551.38
17/11/2020 15:05,4953.55,561.24
17/11/2020 15:10,4958.54,564.79
17/11/2020 15:15,4966,569.39
17/11/2020 15:20,4988.64,579.11
17/11/2020 15:25,4998.82,582.06
17/11/2020 15:30,5022.41,598.79
17/11/2020 15:35,5026.69,600.39
17/11/2020 15:40,5028.83,603.81
17/11/2020 15:45,5041.23,610.67
17/11/2020 15:50,5050.83,622.17
17/11/2020 15:55,5055.43,608.93
17/11/2020 16:00,5046.25,597.59
17/11/2020 16:05,5064.43,597.03
17/11/2020 16:10,5071.83,595.69
17/11/2020 16:15,5089.55,591.36
17/11/2020 16:20,5096.69,589.52
17/11/2020 16:25,5101.13,595.38
17/11/2020 16:30,5099.59,574.63
17/11/2020 16:35,5109.28,559.12
17/11/2020 16:40,5105.39,563.03
17/11/2020 16:45,5123.42,559.14
17/11/2020 16:50,5129.92,554.81
17/11/2020 16:55,5155.77,555.35
17/11/2020 17:00,5128.7,533.87
17/11/2020 17:05,5100.43,523.68
17/11/2020 17:10,5118.17,509.67
17/11/2020 17:15,5138.67,501.7
17/11/2020 17:20,5141.45,496.28
17/11/2020 17:25,5153.89,481.41
17/11/2020 17:30,5165.39,476.23
17/11/2020 17:35,5175.14,461.48
17/11/2020 17:40,5165.3,457.67
17/11/2020 17:45,5178.11,440.66
17/11/2020 17:50,5192.61,441.62
17/11/2020 17:55,5188.94,431.04
17/11/2020 18:00,5158.79,425.49
17/11/2020 18:05,5150.23,405.13
17/11/2020 18:10,5113.49,386.49
17/11/2020 18:15,5107.81,373.53
17/11/2020 18:20,5127.72,372.11
17/11/2020 18:25,5105.25,351.66
17/11/2020 18:30,5105.86,348.13
17/11/2020 18:35,5092.89,356.86
17/11/2020 18:40,5073.79,342.22
17/11/2020 18:45,5065.53,336.88
17/11/2020 18:50,5066.04,324.23
17/11/2020 18:55,5057.31,327.68
17/11/2020 19:00,5033.95,326.12
17/11/2020 19:05,5013.73,301.15
17/11/2020 19:10,4991.9,294.92
17/11/2020 19:15,4959.79,275.6
17/11/2020 19:20,4950.78,270.49
17/11/2020 19:25,4925.55,263.09
17/11/2020 19:30,4910.27,262.96
17/11/2020 19:35,4912.63,253.25
17/11/2020 19:40,4898.33,239.12
17/11/2020 19:45,4894.33,238.57
17/11/2020 19:50,4864.25,227.64
17/11/2020 19:55,4868.5,220.45
17/11/2020 20:00,4837.17,214.8
17/11/2020 20:05,4838.52,219.41
17/11/2020 20:10,4842.43,211.69
17/11/2020 20:15,4839.19,194.24
17/11/2020 20:20,4847.59,206.7
17/11/2020 20:25,4849.07,190.49
17/11/2020 20:30,4872.64,204.91
17/11/2020 20:35,4857.94,183.28
17/11/2020 20:40,4885,190.57
17/11/2020 20:45,4881.17,177.93
17/11/2020 20:50,4848.93,178.19
17/11/2020 20:55,4831.82,170.21
17/11/2020 21:00,4833.84,163.47
17/11/2020 21:05,4823.17,172.61
17/11/2020 21:10,4792.3,147.8
17/11/2020 21:15,4774.12,146.8
17/11/2020 21:20,4740.14,134.49
17/11/2020 21:25,4711.04,132.14
17/11/2020 21:30,4683.17,122.98
17/11/2020 21:35,4660.38,131.08
17/11/2020 21:40,4628.15,118.23
17/11/2020 21:45,4607.78,119.17
17/11/2020 21:50,4581.41,107.23
17/11/2020 21:55,4541.02,98.99
17/11/2020 22:00,4495.25,91.44
17/11/2020 22:05,4455.09,86.32
17/11/2020 22:10,4396.78,78.11
17/11/2020 22:15,4381.09,74.64
17/11/2020 22:20,4352.54,82.29
17/11/2020 22:25,4303.02,71.41
17/11/2020 22:30,4271.25,53.79
17/11/2020 22:35,4233.18,59.85
17/11/2020 22:40,4200.05,59.55
17/11/2020 22:45,4180.24,61.63
17/11/2020 22:50,4136.33,51.1
17/11/2020 22:55,4099.73,54.25
17/11/2020 23:00,4062.96,48.69
17/11/2020 23:05,4073.99,34.09
17/11/2020 23:10,4053.34,34.39
17/11/2020 23:15,4024.86,37.64
17/11/2020 23:20,4011.89,53.6
17/11/2020 23:25,3982.02,50.31
17/11/2020 23:30,3933,38.05
17/11/2020 23:35,3916.15,35.97
17/11/2020 23:40,3892.41,31.6
17/11/2020 23:45,3872.1,26.29
17/11/2020 23:50,3842.45,25.36
17/11/2020 23:55,3810.45,18.36
18/11/2020 0:00,3774.73,19.72
18/11/2020 0:05,3773.02,26.63
18/11/2020 0:10,3758.5,11.4
18/11/2020 0:15,3745.76,23.34
18/11/2020 0:20,3716,3.1
18/11/2020 0:25,3703.26,17.03
18/11/2020 0:30,3671.62,1.45
18/11/2020 0:35,3653.37,-5.27
18/11/2020 0:40,3642.36,-4.54
18/11/2020 0:45,3632.18,-9.88
18/11/2020 0:50,3613.93,-10.37
18/11/2020 0:55,3605.9,-6.77
18/11/2020 1:00,3584.37,-14.86
18/11/2020 1:05,3563.62,-23.12
18/11/2020 1:10,3545.05,-28.19
18/11/2020 1:15,3532.46,-25.4
18/11/2020 1:20,3515.65,-29.03
18/11/2020 1:25,3509.98,-27.44
18/11/2020 1:30,3487.94,-29.97
18/11/2020 1:35,3482.66,-41.91
18/11/2020 1:40,3474.4,-38.34
18/11/2020 1:45,3460.9,-33.83
18/11/2020 1:50,3451.26,-40.8
18/11/2020 1:55,3446.24,-42.83
18/11/2020 2:00,3419.57,-34.04
18/11/2020 2:05,3423.36,-49.64
18/11/2020 2:10,3421.37,-41.71
18/11/2020 2:15,3406.15,-50.1
18/11/2020 2:20,3395.47,-51.69
18/11/2020 2:25,3388.55,-20.31
18/11/2020 2:30,3386.84,-16.91
18/11/2020 2:35,3384.35,-20.52
18/11/2020 2:40,3375.24,-15.42
18/11/2020 2:45,3376.6,-9.95
18/11/2020 2:50,3364.32,-16.8
18/11/2020 2:55,3368.66,-9.66
18/11/2020 3:00,3363.72,-7.87
18/11/2020 3:05,3365.12,-10.81
18/11/2020 3:10,3364.23,-12.23
18/11/2020 3:15,3361.42,-17.45
18/11/2020 3:20,3367.81,-13.53
18/11/2020 3:25,3350.32,-0.86
18/11/2020 3:30,3353.65,-10.25
18/11/2020 3:35,3353.93,6.3
18/11/2020 3:40,3342.57,-19.36
18/11/2020 3:45,3349.59,2.53
18/11/2020 3:50,3358.94,-10.18
18/11/2020 3:55,3362.58,-5.74
18/11/2020 4:00,3361.54,-5.58
18/11/2020 4:05,3368.56,-8.8
18/11/2020 4:10,3402.06,5.56
18/11/2020 4:15,3408.76,-1.98
18/11/2020 4:20,3408.64,2.22
18/11/2020 4:25,3406.32,2.84
18/11/2020 4:30,3421.85,11.25
18/11/2020 4:35,3445.8,17.79
18/11/2020 4:40,3462.63,20.13
18/11/2020 4:45,3469.95,22.07
18/11/2020 4:50,3491.99,30.39
18/11/2020 4:55,3514.32,39.4
18/11/2020 5:00,3538.03,50.41
18/11/2020 5:05,3590.07,67.5
18/11/2020 5:10,3625.31,76.75
18/11/2020 5:15,3657.36,83.21
18/11/2020 5:20,3712.56,100.03
18/11/2020 5:25,3731.69,109.29
18/11/2020 5:30,3760.35,111.76
18/11/2020 5:35,3841.7,156.36
18/11/2020 5:40,3865.6,165.91
18/11/2020 5:45,3895.84,178.62
18/11/2020 5:50,3931.65,183.78
18/11/2020 5:55,3995.71,211.31
18/11/2020 6:00,4033.19,221.05
18/11/2020 6:05,4139.85,251.44
18/11/2020 6:10,4215.58,260.12
18/11/2020 6:15,4267.23,276.2
18/11/2020 6:20,4347.08,307.43
18/11/2020 6:25,4372.48,313.24
18/11/2020 6:30,4439.53,319.08
18/11/2020 6:35,4518.48,346.26
18/11/2020 6:40,4575.23,374.16
