Date,NZ TOTAL(MW),NZ TOTAL(MVAR)
22/11/2020 0:00,3734.38,-97.12
22/11/2020 0:05,3748.89,-90.55
22/11/2020 0:10,3719.28,-108.55
22/11/2020 0:15,3684.49,-115.63
22/11/2020 0:20,3667.33,-116.25
22/11/2020 0:25,3641.97,-113.77
22/11/2020 0:30,3625.69,-125.48
22/11/2020 0:35,3616.11,-108.37
22/11/2020 0:40,3588.99,-128.02
22/11/2020 0:45,3592.25,-114.64
22/11/2020 0:50,3559.92,-124.52
22/11/2020 0:55,3554.83,-114.52
22/11/2020 1:00,3534.27,-122.97
22/11/2020 1:05,3532.31,-115.37
22/11/2020 1:10,3497.4,-125.51
22/11/2020 1:15,3497.04,-120.98
22/11/2020 1:20,3469.04,-123.24
22/11/2020 1:25,3455.4,-132.8
22/11/2020 1:30,3428.28,-145.07
22/11/2020 1:35,3422.95,-136.51
22/11/2020 1:40,3400.76,-149.98
22/11/2020 1:45,3396.11,-148.88
22/11/2020 1:50,3399.06,-145.96
22/11/2020 1:55,3390.19,-143.63
22/11/2020 2:00,3395.65,-143.69
22/11/2020 2:05,3392.58,-154.59
22/11/2020 2:10,3371.9,-159.61
22/11/2020 2:15,3371.85,-151.91
22/11/2020 2:20,3356.89,-159.41
22/11/2020 2:25,3345.07,-163.36
22/11/2020 2:30,3339.18,-157.04
22/11/2020 2:35,3332.46,-159.61
22/11/2020 2:40,3333.19,-156.21
22/11/2020 2:45,3330.01,-148.23
22/11/2020 2:50,3324.6,-151.76
22/11/2020 2:55,3328.44,-151.86
22/11/2020 3:00,3321.95,-154.42
22/11/2020 3:05,3324.62,-149.06
22/11/2020 3:10,3314.88,-156.32
22/11/2020 3:15,3318,-166.89
22/11/2020 3:20,3310.76,-160.04
22/11/2020 3:25,3311.89,-150.92
22/11/2020 3:30,3305.99,-146.42
22/11/2020 3:35,3299.77,-161.47
22/11/2020 3:40,3300.1,-155.28
22/11/2020 3:45,3298.93,-143.81
22/11/2020 3:50,3294.42,-155.96
22/11/2020 3:55,3303.12,-152.77
22/11/2020 4:00,3303.33,-161.2
22/11/2020 4:05,3306.32,-148.17
22/11/2020 4:10,3309.53,-154.95
22/11/2020 4:15,3318.1,-152.73
22/11/2020 4:20,3313.43,-145.14
22/11/2020 4:25,3320.47,-148.68
22/11/2020 4:30,3321.96,-146.36
22/11/2020 4:35,3340.95,-141.06
22/11/2020 4:40,3341.42,-138.33
22/11/2020 4:45,3350.31,-129.03
22/11/2020 4:50,3357.64,-129.39
22/11/2020 4:55,3375.53,-124.61
22/11/2020 5:00,3397.96,-116.42
22/11/2020 5:05,3424.58,-115.56
22/11/2020 5:10,3443.44,-105.48
22/11/2020 5:15,3465.41,-99.18
22/11/2020 5:20,3492.88,-86.3
22/11/2020 5:25,3513.4,-82.73
22/11/2020 5:30,3526.16,-63.83
22/11/2020 5:35,3547.63,-60.37
22/11/2020 5:40,3562.5,-46.03
22/11/2020 5:45,3571.86,-49.06
22/11/2020 5:50,3584.01,-36.13
22/11/2020 5:55,3595.72,-30.36
22/11/2020 6:00,3597.88,-33.6
22/11/2020 6:05,3648.81,-15.17
22/11/2020 6:10,3649.63,-15.17
22/11/2020 6:15,3678.53,-14.01
22/11/2020 6:20,3692.02,-16.89
22/11/2020 6:25,3711.02,-8.65
22/11/2020 6:30,3728.42,-5.42
22/11/2020 6:35,3758.64,4.17
22/11/2020 6:40,3780.01,16.34
22/11/2020 6:45,3801.32,13.5
22/11/2020 6:50,3831.37,15.82
22/11/2020 6:55,3853.66,29
22/11/2020 7:00,3874.29,30.95
22/11/2020 7:05,3905.52,45.32
22/11/2020 7:10,3936.19,52.51
22/11/2020 7:15,3972.77,48.63
22/11/2020 7:20,3997.72,50.54
22/11/2020 7:25,4025.58,46.23
22/11/2020 7:30,4054.56,45.97
22/11/2020 7:35,4056.37,75.88
22/11/2020 7:40,4080.54,72.65
22/11/2020 7:45,4128.13,63.74
22/11/2020 7:50,4152.13,82.89
22/11/2020 7:55,4189.96,72.48
22/11/2020 8:00,4242.87,73.37
22/11/2020 8:05,4275.39,80.4
22/11/2020 8:10,4311.32,84.73
22/11/2020 8:15,4361.14,87.44
22/11/2020 8:20,4387.88,84.2
22/11/2020 8:25,4412.68,78.59
22/11/2020 8:30,4434.39,79.77
22/11/2020 8:35,4472.58,96.59
22/11/2020 8:40,4499.58,86.32
22/11/2020 8:45,4528.4,113.13
22/11/2020 8:50,4544.49,105.92
22/11/2020 8:55,4563.81,102.33
22/11/2020 9:00,4596,109.82
22/11/2020 9:05,4618.83,108.86
22/11/2020 9:10,4644.36,101.41
22/11/2020 9:15,4662.89,101.65
22/11/2020 9:20,4672.45,111.45
22/11/2020 9:25,4688.88,113.34
22/11/2020 9:30,4673.52,117.74
22/11/2020 9:35,4680.04,127.29
22/11/2020 9:40,4671.28,125.48
22/11/2020 9:45,4680.63,126.15
22/11/2020 9:50,4671.85,118.69
22/11/2020 9:55,4674.55,122.43
22/11/2020 10:00,4676.7,130.29
22/11/2020 10:05,4693.82,128.89
22/11/2020 10:10,4693.02,128.89
22/11/2020 10:15,4694.78,128.89
22/11/2020 10:20,4688.76,129.23
22/11/2020 10:25,4686.57,129.23
22/11/2020 10:30,4656.13,117.59
22/11/2020 10:35,4631.12,116.39
22/11/2020 10:40,4625.58,107.67
22/11/2020 10:45,4610.92,119.26
22/11/2020 10:50,4616.84,122.22
22/11/2020 10:55,4612.7,118.56
22/11/2020 11:00,4608.03,122.24
22/11/2020 11:05,4614.88,128.85
22/11/2020 11:10,4607.45,131.53
22/11/2020 11:15,4596.46,130.46
22/11/2020 11:20,4585.79,116.96
22/11/2020 11:25,4590.23,132.08
22/11/2020 11:30,4582.6,130.07
22/11/2020 11:35,4567.73,124.32
22/11/2020 11:40,4560.84,119.74
22/11/2020 11:45,4556.16,116.62
22/11/2020 11:50,4551.55,110.55
22/11/2020 11:55,4558.54,110.28
22/11/2020 12:00,4537.62,116.66
22/11/2020 12:05,4531.66,103.25
22/11/2020 12:10,4534.7,111.23
22/11/2020 12:15,4527.01,109.56
22/11/2020 12:20,4515.73,96.9
22/11/2020 12:25,4505.16,103.23
22/11/2020 12:30,4488.91,106.83
22/11/2020 12:35,4483.11,101.21
22/11/2020 12:40,4464.52,100.82
22/11/2020 12:45,4462.6,110.77
22/11/2020 12:50,4454.17,95.85
22/11/2020 12:55,4448.04,104.87
22/11/2020 13:00,4432.29,102.64
22/11/2020 13:05,4449.12,105.3
22/11/2020 13:10,4248.37,51.32
22/11/2020 13:15,4336.51,91.42
22/11/2020 13:20,4406.62,90.81
22/11/2020 13:25,4400.04,89.68
22/11/2020 13:30,4382.49,89.37
22/11/2020 13:35,4388.62,91.87
22/11/2020 13:40,4372.39,89.26
22/11/2020 13:45,4357.51,89.61
22/11/2020 13:50,4365.94,90.93
22/11/2020 13:55,4359.58,94.62
22/11/2020 14:00,4352.11,98.34
22/11/2020 14:05,4350.63,95.51
22/11/2020 14:10,4339.65,102.89
22/11/2020 14:15,4329.4,96.48
22/11/2020 14:20,4333.58,108.27
22/11/2020 14:25,4345.08,109.76
22/11/2020 14:30,4355.42,129.97
22/11/2020 14:35,4340.54,114.29
22/11/2020 14:40,4349.48,118.85
22/11/2020 14:45,4362.45,116.62
22/11/2020 14:50,4355.59,123.55
22/11/2020 14:55,4357.92,127.62
22/11/2020 15:00,4355.05,125.79
22/11/2020 15:05,4378.77,135.88
22/11/2020 15:10,4370.84,137.17
22/11/2020 15:15,4368.85,143.04
22/11/2020 15:20,4371.47,141.22
22/11/2020 15:25,4369.67,151.35
22/11/2020 15:30,4388.39,147.74
22/11/2020 15:35,4397.21,156.11
22/11/2020 15:40,4404.87,161.27
22/11/2020 15:45,4406.32,163.39
22/11/2020 15:50,4416.56,166.79
22/11/2020 15:55,4424.37,157.12
22/11/2020 16:00,4439.77,176.29
22/11/2020 16:05,4439.86,168.04
22/11/2020 16:10,4449.1,166.66
22/11/2020 16:15,4471.79,166.12
22/11/2020 16:20,4478.51,165.21
22/11/2020 16:25,4486.83,168.58
22/11/2020 16:30,4494.56,173.77
22/11/2020 16:35,4524.83,171.76
22/11/2020 16:40,4526.17,160.97
22/11/2020 16:45,4541.13,164.64
22/11/2020 16:50,4563.21,165.62
22/11/2020 16:55,4570.91,159.95
22/11/2020 17:00,4593.96,156.5
22/11/2020 17:05,4603.73,154.35
22/11/2020 17:10,4625.25,147.94
22/11/2020 17:15,4646.85,148.14
22/11/2020 17:20,4655.03,131.97
22/11/2020 17:25,4679.93,130.74
22/11/2020 17:30,4703.24,125.52
22/11/2020 17:35,4726.81,129.28
22/11/2020 17:40,4737.4,119.24
22/11/2020 17:45,4752.6,120.38
22/11/2020 17:50,4761.69,116.99
22/11/2020 17:55,4778.07,116.49
22/11/2020 18:00,4776.4,108.97
22/11/2020 18:05,4779.19,97.89
22/11/2020 18:10,4776.11,95.34
22/11/2020 18:15,4774.21,88.01
22/11/2020 18:20,4770.71,80.5
22/11/2020 18:25,4773.23,77.19
22/11/2020 18:30,4775.32,76.41
22/11/2020 18:35,4761.59,68.53
22/11/2020 18:40,4782.59,69.06
22/11/2020 18:45,4769.07,68.45
22/11/2020 18:50,4767.07,62.64
22/11/2020 18:55,4756.94,54.1
22/11/2020 19:00,4729.89,46.97
22/11/2020 19:05,4722.89,43.87
22/11/2020 19:10,4719.81,36.37
22/11/2020 19:15,4700.82,34.35
22/11/2020 19:20,4692.46,31.72
22/11/2020 19:25,4694.41,35.35
22/11/2020 19:30,4681.19,25.48
22/11/2020 19:35,4675.9,25.99
22/11/2020 19:40,4668.82,22.84
22/11/2020 19:45,4686.52,7.79
22/11/2020 19:50,4674.08,13.36
22/11/2020 19:55,4664.78,14.7
22/11/2020 20:00,4664.53,12.09
22/11/2020 20:05,4666.14,4.03
22/11/2020 20:10,4665.83,-4.07
22/11/2020 20:15,4674.47,1.14
22/11/2020 20:20,4688.33,-7.78
22/11/2020 20:25,4682.52,-3.41
22/11/2020 20:30,4694.54,-3
22/11/2020 20:35,4717.03,2.22
22/11/2020 20:40,4716.14,-13
22/11/2020 20:45,4719.09,-18.6
22/11/2020 20:50,4722.49,-14.64
22/11/2020 20:55,4709.68,-18.05
22/11/2020 21:00,4695.19,-20.84
22/11/2020 21:05,4699.57,-24.09
22/11/2020 21:10,4698.79,-24.09
22/11/2020 21:15,4695.34,-20.16
22/11/2020 21:20,4628.82,-39.89
22/11/2020 21:25,4591.41,-50.45
22/11/2020 21:30,4555.75,-52.44
22/11/2020 21:35,4535.33,-62.61
22/11/2020 21:40,4520.7,-49.94
22/11/2020 21:45,4504.25,-56.47
22/11/2020 21:50,4476.74,-52.59
22/11/2020 21:55,4443.39,-55.43
22/11/2020 22:00,4414.12,-72.84
22/11/2020 22:05,4369,-74.23
22/11/2020 22:10,4327.02,-83.08
22/11/2020 22:15,4284.24,-85.12
22/11/2020 22:20,4264.35,-89.6
22/11/2020 22:25,4234.68,-87.07
22/11/2020 22:30,4193.77,-91.29
22/11/2020 22:35,4169.95,-95.21
22/11/2020 22:40,4125.94,-101.89
22/11/2020 22:45,4102.49,-105.17
22/11/2020 22:50,4065.34,-96.96
22/11/2020 22:55,4028.07,-105.65
22/11/2020 23:00,4001.63,-98.99
22/11/2020 23:05,4009.15,-121.61
22/11/2020 23:10,3993.13,-118.58
22/11/2020 23:15,3964.23,-113.22
22/11/2020 23:20,3942.72,-124.64
22/11/2020 23:25,3920.17,-114.59
22/11/2020 23:30,3876.35,-117.97
22/11/2020 23:35,3860.26,-119.4
22/11/2020 23:40,3834.37,-117.19
22/11/2020 23:45,3817.04,-121.91
22/11/2020 23:50,3804.73,-115.87
22/11/2020 23:55,3764.81,-128.49
23/11/2020 0:00,3718.5,-133.29
23/11/2020 0:05,3697.9,-127.52
23/11/2020 0:10,3667.43,-130.08
23/11/2020 0:15,3662.95,-129.75
23/11/2020 0:20,3627.14,-143.82
23/11/2020 0:25,3605.43,-149.42
23/11/2020 0:30,3591.53,-150.76
23/11/2020 0:35,3570.85,-150.7
23/11/2020 0:40,3555.85,-152.46
23/11/2020 0:45,3555.13,-158.31
23/11/2020 0:50,3537.65,-156.49
23/11/2020 0:55,3525.23,-150.83
23/11/2020 1:00,3499.83,-156.92
23/11/2020 1:05,3508.66,-158.96
23/11/2020 1:10,3493.3,-162.75
23/11/2020 1:15,3478.33,-158.52
23/11/2020 1:20,3465.73,-162.1
23/11/2020 1:25,3451.92,-165.54
23/11/2020 1:30,3433.85,-167.72
23/11/2020 1:35,3435.8,-161.09
23/11/2020 1:40,3418.98,-162.44
23/11/2020 1:45,3414.24,-162.42
23/11/2020 1:50,3403.17,-165.19
23/11/2020 1:55,3395.72,-172.12
23/11/2020 2:00,3390.75,-169.38
23/11/2020 2:05,3383.61,-173.62
23/11/2020 2:10,3373.58,-175.12
23/11/2020 2:15,3374.7,-170.18
23/11/2020 2:20,3361.07,-168.72
23/11/2020 2:25,3348.64,-172.97
23/11/2020 2:30,3357.97,-176.32
23/11/2020 2:35,3341.29,-171.86
23/11/2020 2:40,3345.04,-178.81
23/11/2020 2:45,3332.92,-175.66
23/11/2020 2:50,3345.61,-179.22
23/11/2020 2:55,3363.9,-179.41
23/11/2020 3:00,3350.97,-186.67
23/11/2020 3:05,3357.76,-186.56
23/11/2020 3:10,3355.02,-181.59
23/11/2020 3:15,3349.05,-173.03
23/11/2020 3:20,3355.7,-182.27
23/11/2020 3:25,3356.14,-176.68
23/11/2020 3:30,3351.55,-179.08
23/11/2020 3:35,3359.82,-179.39
23/11/2020 3:40,3351.06,-181.06
23/11/2020 3:45,3358.16,-176.26
23/11/2020 3:50,3364.32,-180.04
23/11/2020 3:55,3369.26,-177.35
23/11/2020 4:00,3384.14,-175.45
23/11/2020 4:05,3392.18,-171.02
23/11/2020 4:10,3400.74,-169.2
23/11/2020 4:15,3411.36,-174.63
23/11/2020 4:20,3412.82,-165.97
23/11/2020 4:25,3419.65,-158.12
23/11/2020 4:30,3434.32,-151.72
23/11/2020 4:35,3456.28,-144.63
23/11/2020 4:40,3470.74,-147.29
23/11/2020 4:45,3483.89,-139.84
23/11/2020 4:50,3510.47,-132.68
23/11/2020 4:55,3543.22,-127.86
23/11/2020 5:00,3576.3,-110.5
23/11/2020 5:05,3646.44,-104.2
23/11/2020 5:10,3680,-87.59
23/11/2020 5:15,3734.11,-71.98
23/11/2020 5:20,3753.75,-58.56
23/11/2020 5:25,3803.56,-41.18
23/11/2020 5:30,3840.28,-19.83
23/11/2020 5:35,3893.14,1.58
23/11/2020 5:40,3936.47,6.44
23/11/2020 5:45,3974.11,19.17
23/11/2020 5:50,4007.85,29.52
23/11/2020 5:55,4067.29,36.23
23/11/2020 6:00,4105.76,55.18
23/11/2020 6:05,4218.79,90.65
23/11/2020 6:10,4293.14,111.5
23/11/2020 6:15,4366.51,133.69
23/11/2020 6:20,4443.83,151.77
23/11/2020 6:25,4504.87,165.64
23/11/2020 6:30,4574.96,174.09
23/11/2020 6:35,4641.69,200.75
23/11/2020 6:40,4709.8,205.35
23/11/2020 6:45,4768.44,223.96
23/11/2020 6:50,4820.9,222.24
23/11/2020 6:55,4885.51,250.19
23/11/2020 7:00,4953.45,266.07
23/11/2020 7:05,5030.65,283.09
23/11/2020 7:10,5094.88,306.24
23/11/2020 7:15,5155.35,325.7
23/11/2020 7:20,5188.46,337.3
23/11/2020 7:25,5239.3,345.5
23/11/2020 7:30,5280.55,377.02
23/11/2020 7:35,5315.98,388.06
23/11/2020 7:40,5339.42,391.92
23/11/2020 7:45,5355.78,392.84
23/11/2020 7:50,5323.27,404.69
23/11/2020 7:55,5374.01,400.93
23/11/2020 8:00,5345.96,409.8
23/11/2020 8:05,5355.47,423.05
23/11/2020 8:10,5380.52,425.02
23/11/2020 8:15,5393.15,426.68
23/11/2020 8:20,5380.07,430.22
23/11/2020 8:25,5358.89,434.56
23/11/2020 8:30,5353.29,435.14
23/11/2020 8:35,5339.9,447.48
23/11/2020 8:40,5318.47,444.73
23/11/2020 8:45,5297.5,446.02
23/11/2020 8:50,5289.72,440.48
23/11/2020 8:55,5283.5,440.77
23/11/2020 9:00,5266.58,437.98
23/11/2020 9:05,5271.53,432.53
23/11/2020 9:10,5267.02,436.85
23/11/2020 9:15,5251.96,432.16
23/11/2020 9:20,5235.03,426.83
23/11/2020 9:25,5215.96,431.55
23/11/2020 9:30,5211.01,425.71
23/11/2020 9:35,5198.74,426.4
23/11/2020 9:40,5174.16,419.82
23/11/2020 9:45,5174.31,429.39
23/11/2020 9:50,5166.25,432.43
23/11/2020 9:55,5172.67,427.62
23/11/2020 10:00,5159.38,414.27
23/11/2020 10:05,5164.64,407.51
23/11/2020 10:10,5141.64,402.92
23/11/2020 10:15,5119.31,411.96
23/11/2020 10:20,5119.82,411.76
23/11/2020 10:25,5078.04,414.3
23/11/2020 10:30,5049.4,412.35
23/11/2020 10:35,5066.62,397.52
23/11/2020 10:40,5089.24,408.56
23/11/2020 10:45,5080.42,420.88
23/11/2020 10:50,5067.65,411.4
23/11/2020 10:55,5064.52,410.85
23/11/2020 11:00,5065.26,411.84
23/11/2020 11:05,5053.73,416.54
23/11/2020 11:10,5046.54,405.75
23/11/2020 11:15,5044.3,401.41
23/11/2020 11:20,5032.06,407.2
23/11/2020 11:25,4989.92,414.28
23/11/2020 11:30,4981.04,401.19
23/11/2020 11:35,4975.58,407.65
23/11/2020 11:40,4983.3,405.29
23/11/2020 11:45,4967.05,403.64
23/11/2020 11:50,4961.51,405.82
23/11/2020 11:55,4984.06,400.36
23/11/2020 12:00,5012.32,387.98
23/11/2020 12:05,5024.77,385.11
23/11/2020 12:10,5017.15,386.13
23/11/2020 12:15,4989.86,363.88
23/11/2020 12:20,4981.54,367.44
23/11/2020 12:25,4980.05,368.85
23/11/2020 12:30,4963.55,364.51
23/11/2020 12:35,4991.85,366.99
23/11/2020 12:40,4991.19,386.07
23/11/2020 12:45,4988.77,380.64
23/11/2020 12:50,4993.67,379.9
23/11/2020 12:55,4983.12,372.01
23/11/2020 13:00,4979.81,378.17
23/11/2020 13:05,4992.55,390.52
23/11/2020 13:10,4991.52,381.24
23/11/2020 13:15,4984.43,395.63
23/11/2020 13:20,4967.3,390.16
23/11/2020 13:25,4972.92,392.75
23/11/2020 13:30,4965.58,397.05
23/11/2020 13:35,4970.82,399.47
23/11/2020 13:40,4963.99,393.58
23/11/2020 13:45,4949.6,392.76
23/11/2020 13:50,4950.35,394.94
23/11/2020 13:55,4941.56,396.78
23/11/2020 14:00,4905.98,380.97
23/11/2020 14:05,4893.31,384.16
23/11/2020 14:10,4905.99,392.14
23/11/2020 14:15,4905.64,389.93
23/11/2020 14:20,4894.36,401.53
23/11/2020 14:25,4877.42,401.26
23/11/2020 14:30,4869.01,390.24
23/11/2020 14:35,4858.89,387.15
23/11/2020 14:40,4859.19,387.96
23/11/2020 14:45,4869.5,405.98
23/11/2020 14:50,4870.17,406.2
23/11/2020 14:55,4873.99,410.06
23/11/2020 15:00,4885.95,407.76
23/11/2020 15:05,4895.09,417.29
23/11/2020 15:10,4912.14,415.89
23/11/2020 15:15,4922.28,420.21
23/11/2020 15:20,4949.84,425.71
23/11/2020 15:25,4975.64,449.65
23/11/2020 15:30,5011.39,456.4
23/11/2020 15:35,5007.1,440.44
23/11/2020 15:40,5026.46,450.44
23/11/2020 15:45,5030.46,459
23/11/2020 15:50,5053.96,466.12
23/11/2020 15:55,5063.4,463.39
23/11/2020 16:00,5041.37,443.14
23/11/2020 16:05,5054.17,438.16
23/11/2020 16:10,5059.01,445.8
23/11/2020 16:15,5087.23,442.64
23/11/2020 16:20,5110.37,458.79
23/11/2020 16:25,5113.23,438.56
23/11/2020 16:30,5113.58,423.79
23/11/2020 16:35,5129.53,425.75
23/11/2020 16:40,5140.15,429.61
23/11/2020 16:45,5144.48,421.25
23/11/2020 16:50,5160.26,410.89
23/11/2020 16:55,5177.77,410.67
23/11/2020 17:00,5161.32,386.72
23/11/2020 17:05,5168.97,384.36
23/11/2020 17:10,5180.4,374.9
23/11/2020 17:15,5205.76,367.75
23/11/2020 17:20,5221.74,365.14
23/11/2020 17:25,5216.31,351.21
23/11/2020 17:30,5265.9,358.03
23/11/2020 17:35,5256.17,330.81
23/11/2020 17:40,5260.98,325.83
23/11/2020 17:45,5268.87,322.53
23/11/2020 17:50,5267.88,307.79
23/11/2020 17:55,5274.97,308.53
23/11/2020 18:00,5253.21,287.45
23/11/2020 18:05,5247.91,285.09
23/11/2020 18:10,5257.36,279.4
23/11/2020 18:15,5253.13,276.17
23/11/2020 18:20,5263.95,274.4
23/11/2020 18:25,5250.93,270.14
23/11/2020 18:30,5251.51,258.77
23/11/2020 18:35,5225.58,259.15
23/11/2020 18:40,5239.35,252.3
23/11/2020 18:45,5221.65,250.23
23/11/2020 18:50,5208.75,249.45
23/11/2020 18:55,5184.44,232.84
23/11/2020 19:00,5139.82,216.2
23/11/2020 19:05,5132.41,208.7
23/11/2020 19:10,5101.27,195.96
23/11/2020 19:15,5096.89,190.42
23/11/2020 19:20,5068.82,173.43
23/11/2020 19:25,5061.98,171.09
23/11/2020 19:30,5004.9,182.15
23/11/2020 19:35,5036.87,176.04
23/11/2020 19:40,5035.79,165.87
23/11/2020 19:45,5021.75,155.07
23/11/2020 19:50,5012.71,155.78
23/11/2020 19:55,4999.66,145.92
23/11/2020 20:00,5003.85,139.54
23/11/2020 20:05,5009.85,145.31
23/11/2020 20:10,4992.02,137.58
23/11/2020 20:15,4987.7,130.67
23/11/2020 20:20,5015.4,133.26
23/11/2020 20:25,5016.95,130.74
23/11/2020 20:30,5022.03,124.26
23/11/2020 20:35,5040.32,132.4
23/11/2020 20:40,5024.69,113.67
23/11/2020 20:45,5026.71,124.97
23/11/2020 20:50,5014.99,129.09
23/11/2020 20:55,4989.74,113.34
23/11/2020 21:00,4981.37,102.46
23/11/2020 21:05,4972.03,106.23
23/11/2020 21:10,4966.09,108.43
23/11/2020 21:15,4956.32,87.84
23/11/2020 21:20,4915.1,70.46
23/11/2020 21:25,4875.22,49.37
23/11/2020 21:30,4857.47,49.98
23/11/2020 21:35,4842.5,64.07
23/11/2020 21:40,4759.52,51.57
23/11/2020 21:45,4776.02,44.9
23/11/2020 21:50,4769.65,51.75
23/11/2020 21:55,4728.07,59.85
23/11/2020 22:00,4687.48,30.91
23/11/2020 22:05,4629.39,36.77
23/11/2020 22:10,4584.15,17.24
23/11/2020 22:15,4546.14,5.34
23/11/2020 22:20,4507.2,-0.11
23/11/2020 22:25,4482.93,0.46
23/11/2020 22:30,4442.69,-7.66
23/11/2020 22:35,4401.36,-12.98
23/11/2020 22:40,4358.55,-9.44
23/11/2020 22:45,4312.8,-17.09
23/11/2020 22:50,4276.52,-11.49
23/11/2020 22:55,4253.53,-12.34
23/11/2020 23:00,4219.25,-19.75
23/11/2020 23:05,4226.89,-21.61
23/11/2020 23:10,4225.89,-21.61
23/11/2020 23:15,4226.33,-23.66
23/11/2020 23:20,4225.03,-23.66
23/11/2020 23:25,4134.91,-21.16
23/11/2020 23:30,4086.85,-41.96
23/11/2020 23:35,4061.28,-46.14
23/11/2020 23:40,4038.83,-49.72
23/11/2020 23:45,4006.03,-62.1
23/11/2020 23:50,3977.51,-62.2
23/11/2020 23:55,3949.62,-62.12
24/11/2020 0:00,3919.6,-83.47
24/11/2020 0:05,3907.13,-73.22
24/11/2020 0:10,3879.86,-69.03
24/11/2020 0:15,3857.66,-76.54
24/11/2020 0:20,3831.25,-86.07
24/11/2020 0:25,3807.58,-88.11
24/11/2020 0:30,3789.66,-95.43
24/11/2020 0:35,3778.04,-86.15
24/11/2020 0:40,3761.26,-91.99
24/11/2020 0:45,3757.95,-90.6
24/11/2020 0:50,3745.99,-86.9
24/11/2020 0:55,3728.06,-92.81
24/11/2020 1:00,3708.15,-98.33
24/11/2020 1:05,3695.53,-97.88
24/11/2020 1:10,3666.56,-111.22
24/11/2020 1:15,3660.87,-111.94
24/11/2020 1:20,3651.76,-110.69
24/11/2020 1:25,3637.28,-105.42
24/11/2020 1:30,3638.74,-102.32
24/11/2020 1:35,3623.6,-112.06
24/11/2020 1:40,3618.96,-119.44
24/11/2020 1:45,3597.93,-117.37
24/11/2020 1:50,3558.71,-114.51
24/11/2020 1:55,3545.47,-119.78
24/11/2020 2:00,3569.48,-130.1
24/11/2020 2:05,3548.1,-119.45
24/11/2020 2:10,3542.01,-124.37
24/11/2020 2:15,3524.88,-112.89
24/11/2020 2:20,3510.33,-120.87
24/11/2020 2:25,3492.44,-131.39
24/11/2020 2:30,3488.63,-115.8
24/11/2020 2:35,3493.44,-123.48
24/11/2020 2:40,3477.35,-121.74
24/11/2020 2:45,3471.24,-137.24
24/11/2020 2:50,3480.34,-136.91
24/11/2020 2:55,3461.14,-132.62
24/11/2020 3:00,3465.03,-135.07
24/11/2020 3:05,3462.57,-132.54
24/11/2020 3:10,3466.32,-130.75
24/11/2020 3:15,3460.23,-126.02
24/11/2020 3:20,3469.44,-123.92
24/11/2020 3:25,3466.31,-122.73
24/11/2020 3:30,3479.68,-120.47
24/11/2020 3:35,3465.66,-127.42
24/11/2020 3:40,3456.96,-125.44
24/11/2020 3:45,3470.39,-127.28
24/11/2020 3:50,3470.07,-120.39
24/11/2020 3:55,3470.03,-113.87
24/11/2020 4:00,3483.33,-116.14
24/11/2020 4:05,3481.06,-122.65
24/11/2020 4:10,3492.36,-111.11
24/11/2020 4:15,3494.01,-120.36
24/11/2020 4:20,3499.74,-112.76
24/11/2020 4:25,3511.08,-121.76
24/11/2020 4:30,3523.4,-117.24
24/11/2020 4:35,3548.26,-106.55
24/11/2020 4:40,3568.38,-98.12
24/11/2020 4:45,3581.41,-93.8
24/11/2020 4:50,3599.55,-91.66
24/11/2020 4:55,3618.82,-81.56
24/11/2020 5:00,3654.65,-72.3
24/11/2020 5:05,3720.44,-50.75
24/11/2020 5:10,3777.49,-32.37
24/11/2020 5:15,3799.92,-23.64
24/11/2020 5:20,3832.66,-19.8
24/11/2020 5:25,3863.42,-9.77
24/11/2020 5:30,3902.44,0.23
24/11/2020 5:35,3965.61,32.2
24/11/2020 5:40,3997.35,44.95
24/11/2020 5:45,4045.64,55.81
24/11/2020 5:50,4085.67,59.91
24/11/2020 5:55,4125.99,70.83
24/11/2020 6:00,4183.88,82.58
24/11/2020 6:05,4289.56,128.69
24/11/2020 6:10,4384.32,154.02
24/11/2020 6:15,4441.75,164.91
24/11/2020 6:20,4504.65,175.45
24/11/2020 6:25,4549.08,185.45
24/11/2020 6:30,4598.25,203.88
24/11/2020 6:35,4675.85,227.59
24/11/2020 6:40,4744.14,243.64
24/11/2020 6:45,4788.31,254.47
24/11/2020 6:50,4863.15,274.86
24/11/2020 6:55,4921.97,292.46
24/11/2020 7:00,4988.51,302.32
24/11/2020 7:05,5066.9,314.83
24/11/2020 7:10,5123.56,329.44
24/11/2020 7:15,5197.27,356.57
24/11/2020 7:20,5242.21,377.73
24/11/2020 7:25,5281.93,391.79
24/11/2020 7:30,5329.28,397.58
24/11/2020 7:35,5367.83,414.39
24/11/2020 7:40,5395.88,429.2
24/11/2020 7:45,5415.86,429.68
24/11/2020 7:50,5427.86,440.74
24/11/2020 7:55,5425.21,444.38
24/11/2020 8:00,5415.47,431.22
24/11/2020 8:05,5432.43,447.55
24/11/2020 8:10,5417.31,450.01
24/11/2020 8:15,5420.82,449.57
24/11/2020 8:20,5387.09,444.39
24/11/2020 8:25,5371.27,444.75
24/11/2020 8:30,5350.5,441.6
24/11/2020 8:35,5337.77,440.19
24/11/2020 8:40,5317.7,437.6
24/11/2020 8:45,5308.79,449.33
24/11/2020 8:50,5302.9,447.2
24/11/2020 8:55,5288.61,434.8
24/11/2020 9:00,5282.52,434.44
