Trading Period Start Date & Time,AK,BP,CH,HM,IN,NL,NR,PN,WC,WN,NZ
1/11/2018 23:30,798.9,305,495.1,329.8,878.2,274.9,240.3,231.6,161.6,267.1,"3,982.50"
1/11/2018 23:00,862.9,316.2,507.4,354,898.1,298.4,250.5,246.3,170.6,295.2,"4,199.50"
1/11/2018 22:30,927.4,329.3,519.2,379.4,898.1,315.3,244.1,254.3,171.4,320.7,"4,359.10"
1/11/2018 22:00,985,346.4,536.4,414.3,922.1,344.5,254.4,274.4,183.8,353.8,"4,615.20"
1/11/2018 21:30,"1,052.80",365.3,551.5,451.7,944,374.8,263.8,301,195.2,383.9,"4,883.90"
1/11/2018 21:00,"1,111.30",385.5,570,469.5,959.3,399.4,281.8,321.6,201.2,404.9,"5,104.60"
1/11/2018 20:30,"1,141.50",396.8,571.7,429,959.7,416.1,307.5,329.1,204.8,417.7,"5,173.80"
1/11/2018 20:00,"1,156.60",402.9,547.7,432,954.7,420.6,314.6,331.4,201.5,414.1,"5,176.20"
1/11/2018 19:30,"1,136.80",402.1,539.3,429.1,956.4,410.9,312.6,322.7,197.3,400.2,"5,107.30"
1/11/2018 19:00,"1,128.50",409.6,538.7,430.4,960,406.2,311.9,326.7,194.8,396.2,"5,103.10"
1/11/2018 18:30,"1,125.90",420.6,545.4,437.5,968,408.5,311.7,331.8,196.7,398.6,"5,144.80"
1/11/2018 18:00,"1,104.80",422.2,548.8,447.1,974.6,405.5,308.3,337.7,200.7,394.5,"5,144.30"
1/11/2018 17:30,"1,098.60",410.3,549,475.3,968,404.8,302.9,344.6,201.7,393.8,"5,149.10"
1/11/2018 17:00,"1,077.20",398.8,545.5,471.4,968.3,393.6,296,346.4,198.3,389.7,"5,085.10"
1/11/2018 16:30,"1,078.00",391.2,545.8,477.3,960.4,385.5,288,347.9,200.6,388.3,"5,063.00"
1/11/2018 16:00,"1,094.00",391.8,547.6,473.4,957.4,377.5,304,343.6,201.3,383.6,"5,074.20"
1/11/2018 15:30,"1,089.00",391.1,553.5,461.8,957,368.3,312.1,340.4,201.6,374.1,"5,048.90"
1/11/2018 15:00,"1,075.60",377.5,554.4,440.6,948.9,359.7,303.6,330.1,198.1,369.8,"4,958.30"
1/11/2018 14:30,"1,073.40",369.9,558.2,421.1,935.7,360.6,294.9,322.2,196.2,372.6,"4,904.70"
1/11/2018 14:00,"1,082.50",367.5,570.9,413.7,942.7,360.4,287.8,318,198.1,379.2,"4,921.00"
1/11/2018 13:30,"1,088.80",368.6,575.4,418.8,947.9,363.8,278.7,320.3,198.7,386.6,"4,947.60"
1/11/2018 13:00,"1,099.20",371.8,589.5,424.9,947.2,367.9,273,319.1,200.9,398.2,"4,991.80"
1/11/2018 12:30,"1,102.40",372.3,592.5,426.4,953.4,370.6,271.7,321.3,207.8,403.1,"5,021.50"
1/11/2018 12:00,"1,099.90",374.9,599.5,433.2,960.6,376.2,271.7,324.3,212.8,408.4,"5,061.40"
1/11/2018 11:30,"1,108.40",376.8,620.2,437.4,965.7,377.7,271,328.1,219.2,407.1,"5,111.70"
1/11/2018 11:00,"1,118.00",378.5,639,453.7,973.7,381.6,274,326.6,224.7,406.1,"5,176.00"
1/11/2018 10:30,"1,124.10",382.4,654.8,460.1,968.3,385.2,280.9,321.5,224.8,407.3,"5,209.40"
1/11/2018 10:00,"1,125.80",386.7,672.3,469.1,993.1,392.2,285.4,323.9,227.9,412.4,"5,288.90"
1/11/2018 9:30,"1,140.80",392.1,689.8,482.9,"1,004.30",399.2,290.2,327.1,233.3,414.9,"5,374.60"
1/11/2018 9:00,"1,149.50",393.4,710.4,496.5,"1,017.20",407.9,291.6,333.5,240.3,418.4,"5,458.70"
1/11/2018 8:30,"1,151.70",399.8,714.8,511,"1,032.10",415.3,293.4,338.3,246.3,422.1,"5,524.90"
1/11/2018 8:00,"1,157.30",405.9,725.8,521.6,"1,049.60",422.9,295.3,342.1,250.8,425.6,"5,596.90"
1/11/2018 7:30,"1,136.00",408.3,713.8,515.4,"1,046.10",421.2,289.5,340.2,244.7,413.4,"5,528.50"
1/11/2018 7:00,"1,092.20",394.5,665.1,491.9,"1,025.90",396.3,284.5,325.4,227.8,378.1,"5,281.70"
1/11/2018 6:30,987.7,366,599.8,446.2,987.6,348.2,275.7,302.9,204.2,320.8,"4,839.10"
1/11/2018 6:00,888.5,334.4,534.5,398.1,941.9,303.3,251.1,275.6,182.9,272.7,"4,383.00"
1/11/2018 5:30,782.9,337.1,466.2,351.6,901.1,259.2,225.7,248.7,163.9,227.4,"3,963.80"
1/11/2018 5:00,714.4,318.6,429.1,314.1,876.1,237.5,211.3,227,150.6,206.3,"3,685.10"
1/11/2018 4:30,673.8,302.7,397.4,280.6,849.2,227.3,196,209.2,138.8,192.7,"3,467.60"
1/11/2018 4:00,657.3,298.6,382.3,266,837,220.1,187.5,202.4,134.2,188.4,"3,373.70"
1/11/2018 3:30,652.4,297.2,373.2,260.7,829.8,218,183.4,200.3,130.6,186,"3,331.50"
1/11/2018 3:00,655.9,297.9,376.3,264.1,829.7,217.9,183.3,200.7,131.1,184.5,"3,341.50"
1/11/2018 2:30,655.6,298.4,383.2,262,830.4,216.4,183.4,201.4,132.6,186.3,"3,349.80"
1/11/2018 2:00,665.4,299.8,394.9,267.2,836.7,219.8,184,202.6,134,189.1,"3,393.50"
1/11/2018 1:30,677.1,304.6,409.7,268.7,841.6,223.7,187.7,205.2,135.6,191.7,"3,445.50"
1/11/2018 1:00,689,306.3,432.3,272.9,845.3,228.5,193.1,209.6,138.9,197.9,"3,513.60"
1/11/2018 0:30,713.8,314,452.9,279.3,860.6,235.4,198.1,215.3,143.6,206,"3,619.00"
1/11/2018 0:00,744.5,323.9,464,291.5,873.3,246.1,206.1,223.6,152.1,219,"3,744.20"
2/11/2018 23:30,781.3,323,476.7,300.9,873.1,269,226.9,234.8,150.7,235.1,"3,871.50"
2/11/2018 23:00,827.3,334.9,486.9,319.7,889.5,289,239.2,246.2,157.4,257.7,"4,047.80"
2/11/2018 22:30,880.5,345,491.1,336.1,890,308.8,245.5,252.5,154.4,273,"4,176.90"
2/11/2018 22:00,926.5,356.8,499,359.5,915.8,330.6,256.8,263.2,164.3,293.3,"4,365.90"
2/11/2018 21:30,977.2,369.9,506,381.7,937.5,353.4,268.9,276.3,174.5,312.8,"4,558.20"
2/11/2018 21:00,"1,013.90",384.9,525.2,397.2,952,368.3,279.6,288.8,181.5,326.3,"4,717.70"
2/11/2018 20:30,"1,045.90",397.9,538,411.2,960.5,373.8,285.9,294.3,187.2,336.3,"4,830.90"
2/11/2018 20:00,"1,055.70",403,537.8,419.9,964.8,376.9,290.3,295.2,188.1,339.6,"4,871.30"
2/11/2018 19:30,"1,035.70",393.2,537.8,418.3,969.3,376.1,285.3,290.3,185.3,332.9,"4,824.20"
2/11/2018 19:00,"1,017.50",390.1,544.4,413.7,973.4,370.8,280.8,293.6,182.6,329,"4,795.80"
2/11/2018 18:30,"1,025.80",392,546.6,418.2,975.5,373,278.2,296.9,185.9,331.3,"4,823.30"
2/11/2018 18:00,"1,009.80",389.2,546.3,426.6,978.6,370.8,277.1,301.6,187,327.9,"4,815.00"
2/11/2018 17:30,"1,031.30",394.8,542.6,436.9,987.8,368.4,274.6,305.4,188.1,324.9,"4,854.90"
2/11/2018 17:00,"1,034.00",393.2,531.9,440.5,986.8,362.7,272.8,305,186.6,316.7,"4,830.30"
2/11/2018 16:30,"1,032.20",391.7,524.4,445,979.1,358.9,272.9,306.7,188.5,312.8,"4,812.00"
2/11/2018 16:00,"1,035.30",387.8,520.1,440.7,970.4,356,272.3,302.9,189.5,310.3,"4,785.40"
2/11/2018 15:30,"1,033.20",388.2,526.4,434,958.6,353.3,273,299,189.7,308.4,"4,763.70"
2/11/2018 15:00,"1,037.20",385.8,526.1,417.9,946.1,350.3,272.6,289.9,185.7,307.2,"4,718.90"
2/11/2018 14:30,"1,047.00",382.8,527.3,402.2,943.7,352.5,271.8,275.7,187.2,310.3,"4,700.60"
2/11/2018 14:00,"1,064.80",373.3,531.9,398.8,939.6,351.3,273.6,273.7,189.8,316.4,"4,713.20"
2/11/2018 13:30,"1,071.30",359.3,530.4,402,939,356.8,276.5,276.8,190.7,322.2,"4,725.00"
2/11/2018 13:00,"1,081.10",363.6,534.8,408.3,941.6,365.2,280.7,279.6,192.4,329,"4,776.30"
2/11/2018 12:30,"1,085.30",362,529,413.7,941.2,371.5,281.3,284,194,328.7,"4,790.60"
2/11/2018 12:00,"1,093.90",364.3,530.7,419.6,950.2,369.2,270,290,196.6,333.3,"4,817.90"
2/11/2018 11:30,"1,105.20",372.6,545.6,427.7,959.8,374.8,260,296.6,203.3,340.1,"4,885.60"
2/11/2018 11:00,"1,110.50",375,555,435,967.2,380.9,262.4,300.2,208.6,345.6,"4,940.40"
2/11/2018 10:30,"1,112.90",380.7,562.1,440.8,953.7,382.8,271.4,303.9,209.5,350.6,"4,968.30"
2/11/2018 10:00,"1,111.50",386,573.2,454.1,974.4,388.4,280.2,310.8,216.2,358.8,"5,053.70"
2/11/2018 9:30,"1,112.20",394,589.6,468.2,985.2,400.5,290.2,314.4,223.5,368.2,"5,146.00"
2/11/2018 9:00,"1,120.90",397.7,618.8,482.2,"1,003.80",411.8,297.3,322.1,234.3,382.3,"5,271.20"
2/11/2018 8:30,"1,143.60",406.1,648.1,502.7,"1,020.50",420.3,302.4,334,242.5,394.1,"5,414.40"
2/11/2018 8:00,"1,163.10",414.5,676.8,521.6,"1,036.90",431.9,303.7,345.4,249.2,406.6,"5,549.70"
2/11/2018 7:30,"1,156.50",413.9,683.7,525.3,"1,037.90",428.7,302.6,348.4,247,406.4,"5,550.40"
2/11/2018 7:00,"1,109.80",401.2,656.7,507,"1,017.10",405.1,287.9,335.9,232.4,383.3,"5,336.50"
2/11/2018 6:30,997.3,375.1,607.8,465.9,978.1,357.3,263,315.5,208.4,338.6,"4,907.30"
2/11/2018 6:00,907.8,337.9,545.6,418.9,937.4,316.2,243.2,283.8,184.7,290.5,"4,466.10"
2/11/2018 5:30,805.2,316.8,481.9,367.7,895.4,270.3,233.2,257,163.6,248.4,"4,039.60"
2/11/2018 5:00,757.1,297.9,441.3,325.8,868,244.6,228.9,224,149.9,226,"3,763.60"
2/11/2018 4:30,707,283.9,407.8,292.2,839.1,226.8,215.7,205.2,137.9,212.4,"3,528.10"
2/11/2018 4:00,688.5,276.9,390.2,279.1,821.7,222.2,211.1,199.4,132.5,208,"3,429.50"
2/11/2018 3:30,683,275.3,383.1,276.3,808.1,225.9,207.3,198.8,130.3,204.9,"3,392.90"
2/11/2018 3:00,683.3,273.3,383.2,276.1,807.6,227,209.2,199.6,133.7,205.5,"3,398.40"
2/11/2018 2:30,686.4,275.1,385.7,279.4,757.1,227.1,210.5,206,133.2,206.7,"3,367.40"
2/11/2018 2:00,684.9,277.3,397,284.8,750.5,222.3,211.1,208,135.2,210.4,"3,381.50"
2/11/2018 1:30,691,281.4,411.2,284,822,226,214.1,210.4,139.9,214.4,"3,494.40"
2/11/2018 1:00,708.2,283,432.8,288.6,834.7,230.9,219,212.4,141.2,221.6,"3,572.40"
2/11/2018 0:30,733.9,289.3,457.4,299.5,846.3,237.7,223.1,216.3,145.1,231,"3,679.60"
2/11/2018 0:00,764.6,297.5,468.3,313.8,861,249.5,231.7,224.8,152.8,245.6,"3,809.50"
3/11/2018 23:30,742.1,329.8,425,296.2,854.5,263.7,219.4,217.8,142.1,241.9,"3,732.50"
3/11/2018 23:00,779,340,428.9,310,861.5,282.2,229.2,222.5,149.7,261.6,"3,864.70"
3/11/2018 22:30,820.5,346.3,425.5,328.3,862.7,298.9,232.8,228.6,148.2,278.5,"3,970.20"
3/11/2018 22:00,856.5,338,428.1,345.7,875.8,317,241.4,242.1,154.8,300.9,"4,100.30"
3/11/2018 21:30,902.1,338.8,431.1,364.8,891.8,333.5,250.6,255,159.7,318,"4,245.40"
3/11/2018 21:00,937.8,352.3,442.4,381.6,901.8,350.1,262.5,267.3,166.6,333.2,"4,395.70"
3/11/2018 20:30,964.5,363.5,439.5,397,899.9,362.1,268.7,284.1,171.8,343.8,"4,494.90"
3/11/2018 20:00,972.2,370,423.4,408.5,895.3,362.7,271.3,293.6,172.2,351.9,"4,520.90"
3/11/2018 19:30,962.6,366.9,431.1,417.3,899.8,364.3,271,297.7,176.8,361.1,"4,548.60"
3/11/2018 19:00,965,343.2,442.6,424.5,909.4,365,274.5,301.2,179.4,371.3,"4,576.20"
3/11/2018 18:30,962.4,348.4,459.8,441,918.1,371.2,280.9,308.7,185.6,375.3,"4,651.40"
3/11/2018 18:00,975.5,351.5,472.8,447.1,923.3,370.8,286.7,317,187.2,378.6,"4,710.20"
3/11/2018 17:30,975,354.2,478.9,454.9,918.8,365.2,287.4,321.7,186.8,379.5,"4,722.40"
3/11/2018 17:00,972.4,352.2,477.8,457.9,917.4,356.5,282.8,322.9,184.1,374,"4,698.10"
3/11/2018 16:30,956.2,347.2,471,453.6,920.9,347.9,276.9,316,180.3,363.7,"4,633.80"
3/11/2018 16:00,930.2,342,465.6,447,916.2,336,273.2,313.6,179.7,355.6,"4,559.20"
3/11/2018 15:30,923.1,339.3,466,436.5,913.8,331.4,270.9,307.7,177.8,351,"4,517.50"
3/11/2018 15:00,916.3,367.3,468.1,423,914.1,328.5,269.6,298.9,175.9,351.5,"4,513.30"
3/11/2018 14:30,907.5,372.8,467.7,405.6,908,329,267.9,290.3,174.2,355.8,"4,478.90"
3/11/2018 14:00,917.9,375.5,464.9,401.2,901.5,339.7,267.3,286.4,172.8,363.4,"4,490.60"
3/11/2018 13:30,932.5,378.8,463.8,406.2,912.4,337.8,252.4,281.6,174.7,371,"4,511.20"
3/11/2018 13:00,967.3,384.5,466.3,413,923.5,344.4,256.9,288.3,182,381.6,"4,607.70"
3/11/2018 12:30,986.4,388.3,472.4,417.9,933.1,354,262,301.4,187.8,383.6,"4,686.80"
3/11/2018 12:00,"1,008.40",395.5,480.4,423.4,935.1,360.8,266.9,299,193.9,386.5,"4,749.80"
3/11/2018 11:30,"1,035.30",400.8,490.3,429.4,943.9,365.1,267.5,299.6,199.8,383.9,"4,815.60"
3/11/2018 11:00,"1,044.90",403.8,499.8,431.3,950.7,371.6,271,302.8,204.1,383.4,"4,863.60"
3/11/2018 10:30,"1,050.50",405.1,512.7,437.5,936.9,377.6,273.7,304.7,207.5,380.8,"4,887.20"
3/11/2018 10:00,"1,049.80",408.1,523.2,441.2,965.1,383.1,292,308.1,209.8,374.7,"4,955.10"
3/11/2018 9:30,"1,036.80",410.9,529.3,447.9,961.4,383.9,297.7,307.8,208.1,364.3,"4,948.00"
3/11/2018 9:00,"1,008.30",407.1,533.3,449.2,959.4,379,294.9,303,205.3,348.3,"4,887.80"
3/11/2018 8:30,969.7,397.5,525.3,446.4,951.8,375.6,287,297.6,201,326.4,"4,778.30"
3/11/2018 8:00,891.8,385.3,507.8,432.6,939.2,357.5,273.7,291.8,194.4,299.8,"4,573.90"
3/11/2018 7:30,844.5,369.5,481.9,414.6,919.5,331.8,261.8,280.7,186.2,269.6,"4,360.10"
3/11/2018 7:00,786.9,352.5,452.7,392.7,896.3,303.1,246.1,261.3,169.8,245.9,"4,107.30"
3/11/2018 6:30,731.8,335.1,429.9,367.2,879.2,273.9,232.4,258.7,159.5,223.8,"3,891.50"
3/11/2018 6:00,703.2,322.6,414.3,343.3,849.3,255.3,221.8,245.6,150.7,209.8,"3,715.90"
3/11/2018 5:30,671.8,309.8,392.8,318.3,852,236.6,213.5,228.6,140.2,195,"3,558.70"
3/11/2018 5:00,652.9,298.1,377,289.4,841.2,224.5,205.3,213,133.4,188,"3,422.70"
3/11/2018 4:30,640.5,289.3,363.5,264.5,826.4,214.9,198.6,199.2,127,183.2,"3,307.10"
3/11/2018 4:00,632.6,286.3,354.5,252.8,822.1,212.4,194.8,196,122.3,182.6,"3,256.30"
3/11/2018 3:30,629,284,350.2,249.9,814.3,212.2,192.6,194.7,121.6,180.8,"3,229.30"
3/11/2018 3:00,625.4,283.8,354.1,254,815.2,214.1,194.5,196.1,121.7,180.8,"3,239.80"
3/11/2018 2:30,632.8,285.9,360.1,254.5,817.1,216.5,196,197.2,123.5,183.2,"3,266.80"
3/11/2018 2:00,650.5,287.9,374.2,258.4,820.7,219.5,197.3,200.4,125.9,186.9,"3,321.80"
3/11/2018 1:30,654.7,292.4,390.4,261.9,825.6,224.2,201,202.8,128.4,190.7,"3,372.00"
3/11/2018 1:00,675.4,297.9,413.9,266.1,834,230.5,205.2,206.4,133,197.1,"3,459.40"
3/11/2018 0:30,707.2,305.2,437.9,273.3,846.1,239.2,210.6,210.7,137.9,205.3,"3,573.50"
3/11/2018 0:00,735.4,316.3,450.4,284.3,857.4,252,216.6,218.5,144.5,218.1,"3,693.40"
4/11/2018 23:30,717.5,283.7,440.4,281.6,844.1,251.4,198.6,210.6,135.1,216.7,"3,579.80"
4/11/2018 23:00,755.4,297,445.9,297.2,858.4,269.2,211.1,221.9,143.8,236.7,"3,736.60"
4/11/2018 22:30,800,303.9,447.3,315.8,858.7,289.9,218.9,228.7,143.8,254,"3,861.00"
4/11/2018 22:00,853.5,317.9,459.6,336.6,881,314.8,232.2,243.2,155.8,278.3,"4,073.10"
4/11/2018 21:30,913.1,337.2,469.8,358.2,865.3,339.3,243.5,258.6,166,299.9,"4,251.00"
4/11/2018 21:00,955.3,353.4,488,377.6,930.6,359.2,255.2,272.6,174.4,315.4,"4,481.70"
4/11/2018 20:30,988.7,365.9,494.1,396.9,934.7,377.7,263.9,282.4,179.6,324,"4,608.00"
4/11/2018 20:00,990.4,369.5,479.2,403.4,931.4,381.7,265.7,283.9,177.5,317.6,"4,600.20"
4/11/2018 19:30,958.9,361.3,469.6,401.7,930.8,374.4,261.2,275.6,175.8,305.9,"4,515.10"
4/11/2018 19:00,947.7,360.7,474.3,406.2,932.4,373.4,260.9,272.1,176.7,303,"4,507.40"
4/11/2018 18:30,941,363.2,481.1,413,937.9,379.8,262.7,265.6,180.7,304.1,"4,529.00"
4/11/2018 18:00,925.1,359.9,486.6,416.6,938.7,375.8,260.6,270,182.5,301.1,"4,516.80"
4/11/2018 17:30,910.9,355.3,483.8,414.1,934.1,365.6,255.8,275.6,182.1,295.4,"4,472.60"
4/11/2018 17:00,898.7,347.8,470,405.7,926.5,351.2,248.8,288.1,175.8,284.1,"4,396.70"
4/11/2018 16:30,878.7,339.7,457.9,400.3,919.3,337.4,242.6,282,172.4,273.2,"4,303.30"
4/11/2018 16:00,861.2,333.8,447,391.1,913.3,326.4,237.1,273.6,168.9,266.2,"4,218.60"
4/11/2018 15:30,863.9,329.8,442,382.4,916.2,318.7,233.7,265.4,166.1,263.9,"4,182.10"
4/11/2018 15:00,864.1,328.7,441.9,365,917.7,313.4,232.1,254,166.4,266.1,"4,149.40"
4/11/2018 14:30,874.6,329.3,439.5,349,912.4,311,229.8,245.5,162.4,272.1,"4,125.70"
4/11/2018 14:00,887.9,327.8,440.5,341.8,912.3,311.9,220.2,241.6,160.7,277.5,"4,122.20"
4/11/2018 13:30,896.6,328.5,439.9,343.2,915.2,314.7,215.1,244,160.5,282.8,"4,140.50"
4/11/2018 13:00,902.4,336.3,445.4,347.4,918.7,320.9,217.6,249.9,164.4,291.5,"4,194.40"
4/11/2018 12:30,917,345.8,448.3,356,920.7,328.5,227.6,254.4,167.6,290.8,"4,256.90"
4/11/2018 12:00,928.5,345,454.4,364,937.4,337.1,244.5,251,170.1,294.6,"4,326.80"
4/11/2018 11:30,932.2,337.6,462.5,372.6,945.6,339.6,245.1,252.7,173,295.2,"4,356.00"
4/11/2018 11:00,942.2,361.3,466.6,379.1,952.3,346.3,247.9,255,179,296.7,"4,426.30"
4/11/2018 10:30,942.5,366.7,475.7,389.2,955.9,353.9,251,258.9,179.2,301.8,"4,474.90"
4/11/2018 10:00,945.4,364.1,486.8,398.1,958.7,360,254.5,265.3,184.6,304.4,"4,521.80"
4/11/2018 9:30,946.5,362,485.8,400.3,961,363.4,256.8,266.8,186.9,303.5,"4,532.90"
4/11/2018 9:00,924.3,361,479.7,401.9,958,350.5,255.4,264.8,187.8,295.2,"4,478.60"
4/11/2018 8:30,881.5,357.8,464.4,397.7,947.1,345.4,248.3,261.3,183.4,281.2,"4,368.10"
4/11/2018 8:00,815.7,340.5,442.8,388.1,931.7,325.6,238.3,254.4,177.2,262,"4,176.40"
4/11/2018 7:30,754.7,324.7,411.8,377,903.5,299.6,226,248.1,168,241.1,"3,954.50"
4/11/2018 7:00,719.4,318.5,386.2,360.3,877.7,277,213.3,238.3,154.3,224.1,"3,769.20"
4/11/2018 6:30,676.1,327.7,368,343.4,864.1,255.9,202,228.2,144.2,208.3,"3,617.90"
4/11/2018 6:00,656,319.1,359.7,325.3,856.8,242.9,197.2,218.4,138.7,197.8,"3,511.80"
4/11/2018 5:30,637.8,309.4,351.5,303.8,845.9,228.8,193.1,206.6,131.7,189,"3,397.60"
4/11/2018 5:00,623.5,300.1,339.8,278.7,831.8,221.1,188,192.2,125.6,184.7,"3,285.50"
4/11/2018 4:30,615,301.8,326.1,257.8,815.5,215.1,184,184.4,119.4,181.8,"3,201.00"
4/11/2018 4:00,613.1,299.9,316.5,250.6,806.7,214.1,182.1,181.4,116.3,181.6,"3,162.20"
4/11/2018 3:30,612.1,299.5,312.8,249.2,802.5,212.8,182.3,180.7,116.1,181.3,"3,149.40"
4/11/2018 3:00,614.3,299.8,313.3,249.3,800,213.8,184.1,182,115.6,182.7,"3,154.90"
4/11/2018 2:30,625.2,298.2,317.1,251.4,802.5,216.6,186.1,183.2,115.6,185.9,"3,181.90"
4/11/2018 2:00,624.5,295.8,328.8,254.1,802.7,220.1,187.2,185.5,118.4,189.6,"3,206.70"
4/11/2018 1:30,629,304.1,344.9,257.3,808.4,222.3,189.5,188.8,120.1,193.9,"3,258.30"
4/11/2018 1:00,643.5,306.7,366.6,263.6,817.6,228.1,195.1,194.4,121.8,202.2,"3,339.50"
4/11/2018 0:30,668.4,312.2,390.8,269.6,830.3,236.3,197.2,199,128,212.2,"3,444.00"
4/11/2018 0:00,704.4,323.6,404.1,280.2,845,248.1,207.6,203.5,134.5,224.6,"3,575.70"
5/11/2018 23:30,767.2,310.9,483.8,305,871.8,257,219.9,225.8,159.7,218.3,"3,819.30"
5/11/2018 23:00,795.1,320.1,492.5,323.9,886.2,278.4,231.2,240.9,168,238.9,"3,975.20"
5/11/2018 22:30,854.5,328.5,499.8,350,887,300.1,236.3,241.4,168.3,256.7,"4,122.60"
5/11/2018 22:00,909.8,347,516,383.2,908.4,326.6,250.9,256.6,178.5,280.4,"4,357.60"
5/11/2018 21:30,974.2,364.6,528.7,420.6,927.9,354.4,262.4,270.8,190.6,302.1,"4,596.20"
5/11/2018 21:00,"1,013.80",378.4,544.3,431.4,935.7,375.5,275.7,282.6,199.4,316.7,"4,753.50"
5/11/2018 20:30,"1,048.30",389.1,551.8,392.5,929.1,392.3,284.9,301.6,202.9,326.3,"4,818.70"
5/11/2018 20:00,"1,065.80",392.1,536.5,400.5,923.7,400.9,287.9,299,199.5,323.1,"4,828.90"
5/11/2018 19:30,"1,053.00",389.3,539.6,403.3,926.3,396.4,285.8,295.3,200.1,317.4,"4,806.60"
5/11/2018 19:00,"1,056.70",394.7,551.9,408.2,932.7,396.5,288.7,299.6,200.9,317.7,"4,847.60"
5/11/2018 18:30,"1,069.60",398.6,566.4,417.8,943.8,403.5,289.6,308,205.1,323.1,"4,925.40"
5/11/2018 18:00,"1,061.50",396.5,569.5,429.1,916.6,404.4,289.1,315.9,215.7,326.4,"4,924.90"
5/11/2018 17:30,"1,080.70",394.4,577.3,463.7,953.9,399.3,287,321.3,217,329.1,"5,023.80"
5/11/2018 17:00,"1,074.60",391.1,573.7,465.2,910.2,386,282.7,323.9,215.2,322.7,"4,945.40"
5/11/2018 16:30,"1,064.80",382.4,571.2,471.2,950.1,376.8,280.4,321.9,212.3,315.4,"4,946.50"
5/11/2018 16:00,"1,047.10",379.7,567.9,466.1,945.5,370.8,279.6,318.3,210.8,312.5,"4,898.20"
5/11/2018 15:30,"1,053.80",377.3,564.4,455.8,941.2,365.7,274.2,313.8,209.7,311.7,"4,867.70"
5/11/2018 15:00,"1,041.20",371.9,557.4,439.7,930.5,361.7,270.3,300.4,206.9,308.6,"4,788.50"
5/11/2018 14:30,"1,060.20",373.4,552.3,425.5,921.5,368.3,267.7,292.8,210.2,307.6,"4,779.40"
5/11/2018 14:00,"1,075.00",374.4,552.2,418.5,926.4,373.2,267.8,289.9,209.6,312.2,"4,799.00"
5/11/2018 13:30,"1,092.50",375.5,550.4,417.4,923.4,375.1,269.7,291,208.2,317.4,"4,820.70"
5/11/2018 13:00,"1,099.70",379.1,552.2,421,925,379.1,274.6,294.3,206.5,323.2,"4,854.70"
5/11/2018 12:30,"1,100.80",383.2,546.3,428,930.5,375.4,277.4,295.3,206.8,321.7,"4,865.40"
5/11/2018 12:00,"1,101.00",384.5,544,433.9,937.8,379.5,280,293.3,209.5,323.9,"4,887.50"
5/11/2018 11:30,"1,114.00",387.1,550.9,439.3,944.3,381,280.4,296.8,213.3,326.3,"4,933.30"
5/11/2018 11:00,"1,123.00",382.2,553.8,443.6,947.2,384.7,285.2,297.6,215.5,329.2,"4,962.00"
5/11/2018 10:30,"1,118.20",383.4,554.3,446.7,937.8,387.5,286.6,302.1,215.9,331.9,"4,964.30"
5/11/2018 10:00,"1,118.00",387.3,555.6,452.4,956.8,392.6,289.1,307.1,217.2,338.8,"5,014.90"
5/11/2018 9:30,"1,123.50",394.7,569.6,459,961.9,399.4,296.2,311.1,220,344.9,"5,080.30"
5/11/2018 9:00,"1,127.40",400.9,583.3,471.1,973.9,402.3,301.3,318.2,223.4,355,"5,156.70"
5/11/2018 8:30,"1,138.50",409.6,594.9,481.3,986.5,407,301.7,325.6,228.4,363.2,"5,236.70"
5/11/2018 8:00,"1,144.80",415.4,608.5,494.6,994.9,413.5,305,332.2,231.8,372.2,"5,312.70"
5/11/2018 7:30,"1,126.10",412.8,604.3,493.3,990.6,411.7,306.2,330.3,231.1,369.4,"5,275.80"
5/11/2018 7:00,"1,084.20",397.1,576.2,472.9,973.3,387.5,292.5,315.5,213.3,346.7,"5,059.10"
5/11/2018 6:30,978.2,374.2,532,435,936.9,352.9,270.2,294.9,190.2,307.9,"4,672.50"
5/11/2018 6:00,863.5,344.4,477.7,391.2,902.4,311.3,242.3,267.2,169.7,263,"4,232.60"
5/11/2018 5:30,748.2,311.8,423.9,344.2,865.1,268,219,240.7,149.9,221.6,"3,792.60"
5/11/2018 5:00,683.3,293.3,389.4,303.6,838.7,242.1,202.3,217.2,137.1,200,"3,507.00"
5/11/2018 4:30,642.2,276.2,357.9,270.9,813.6,225.8,189.5,198,126.1,185.1,"3,285.00"
5/11/2018 4:00,620.9,270.3,338.2,255,798.7,220.3,181.8,191,119.1,181,"3,176.40"
5/11/2018 3:30,613.7,265.2,331.4,248.7,791.1,214.7,180.4,188,114.7,175.5,"3,123.50"
5/11/2018 3:00,613.1,266.6,334,246.9,788.7,210.1,179.9,187.4,113.8,173,"3,113.40"
5/11/2018 2:30,610.7,268.5,338.3,244.9,786.9,211.6,178.2,186.3,114.6,172.5,"3,112.60"
5/11/2018 2:00,617.8,270.2,349.6,248,727.8,214.4,178.5,184.1,115.6,175.2,"3,081.10"
5/11/2018 1:30,621.5,268.9,365.1,250.5,790.9,217.1,182.7,185.9,118.1,177.9,"3,178.50"
5/11/2018 1:00,631.1,265.5,385,253.6,805.7,219.6,184.2,186.8,120.3,183.1,"3,235.00"
5/11/2018 0:30,650.8,263.6,404.5,257.8,816.5,225.7,188.4,188.8,122.6,190.8,"3,309.40"
